date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:15	1321/1321	---MCZ	200	added ('OK')	text/css	etag:W/%2263e96b46-529%22	https://specter.solutions/wp-content/plugins/advanced-product-fields-for-woocommerce/assets/css/frontend.min.css?ver=1.5.9	/home/kim/websites/specter/specter.solutions/wp-content/plugins/advanced-product-fields-for-woocommerce/assets/css/frontend.min7fb9.css	(from https://specter.solutions/)
17:25:16	17307/17307	---MCZ	200	added ('OK')	text/css	etag:W/%22622e6c7f-439b%22	https://specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout.min.css?ver=3.7.9	/home/kim/websites/specter/specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout.minc480.css	(from https://specter.solutions/)
17:25:17	5985/5985	---MCZ	200	added ('OK')	text/css	etag:W/%22622e6c7f-1761%22	https://specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen.min.css?ver=3.7.9	/home/kim/websites/specter/specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen.minc480.css	(from https://specter.solutions/)
17:25:18	104928/104928	---MCZ	200	added ('OK')	text/css	etag:W/%22622e6c7f-199e0%22	https://specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.7.9	/home/kim/websites/specter/specter.solutions/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.minc480.css	(from https://specter.solutions/)
17:25:19	15144/15144	---MCZ	200	added ('OK')	text/css	etag:W/%2263c920f8-3b28%22	https://specter.solutions/wp-content/plugins/woocustomizer/assets/css/frontend.css?ver=2.4.7	/home/kim/websites/specter/specter.solutions/wp-content/plugins/woocustomizer/assets/css/frontend3575.css	(from https://specter.solutions/)
17:25:20	101619/101619	---MCZ	200	added ('OK')	text/css	etag:W/%2263ec1232-18cf3%22	https://specter.solutions/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=4.7.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/wp-user-avatar/assets/css/frontend.min1849.css	(from https://specter.solutions/)
17:25:21	13825/13825	---MCZ	200	added ('OK')	text/css	etag:W/%2263ec1232-3601%22	https://specter.solutions/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.7.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min1849.css	(from https://specter.solutions/)
17:25:22	14965/14965	---MCZ	200	added ('OK')	text/css	etag:W/%2263ec1232-3a75%22	https://specter.solutions/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.4.2	/home/kim/websites/specter/specter.solutions/wp-content/plugins/wp-user-avatar/assets/select2/select2.min1e39.css	(from https://specter.solutions/)
17:25:23	776/776	---MCZ	200	added ('OK')	text/css	etag:W/%22630f5b20-308%22	https://specter.solutions/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.13	/home/kim/websites/specter/specter.solutions/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor1f62.css	(from https://specter.solutions/)
17:25:24	19279/19279	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-4b4f%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://specter.solutions/)
17:25:25	13805/13805	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-35ed%22	https://specter.solutions/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/css/frontend-legacy.min7e2e.css	(from https://specter.solutions/)
17:25:26	161415/161415	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-27687%22	https://specter.solutions/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/css/frontend.min7e2e.css	(from https://specter.solutions/)
17:25:27	6692/6692	---MCZ	200	added ('OK')	text/css	etag:W/%226374a943-1a24%22	https://specter.solutions/wp-content/uploads/elementor/css/post-1870.css?ver=1668589891	/home/kim/websites/specter/specter.solutions/wp-content/uploads/elementor/css/post-1870fcc4.css	(from https://specter.solutions/)
17:25:28	210962/210962	---MCZ	200	added ('OK')	text/css	etag:W/%22600dd647-33812%22	https://specter.solutions/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.0.10	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor-pro/assets/css/frontend.min521d.css	(from https://specter.solutions/)
17:25:29	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-e7d0%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min7e2e.css	(from https://specter.solutions/)
17:25:30	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-684e%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min7e2e.css	(from https://specter.solutions/)
17:25:31	25355/25355	---MCZ	200	added ('OK')	text/css	etag:W/%226374b1c5-630b%22	https://specter.solutions/wp-content/uploads/elementor/css/post-95.css?ver=1668592069	/home/kim/websites/specter/specter.solutions/wp-content/uploads/elementor/css/post-95213b.css	(from https://specter.solutions/)
17:25:32	75684/75684	---MCZ	200	added ('OK')	text/css	etag:W/%22630f5b20-127a4%22	https://specter.solutions/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.13	/home/kim/websites/specter/specter.solutions/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend1f62.css	(from https://specter.solutions/)
17:25:33	57778/57778	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb658e-e1b2%22	https://specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap.css?ver=2.0.7	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap5d0a.css	(from https://specter.solutions/)
17:25:34	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-7917%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://specter.solutions/)
17:25:35	71292/71292	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb658e-1167c%22	https://specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/animation.css?ver=2.0.7	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/animation5d0a.css	(from https://specter.solutions/)
17:25:36	4730/4730	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb658e-127a%22	https://specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes.css?ver=2.0.7	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes5d0a.css	(from https://specter.solutions/)
17:25:37	3458/3458	---MCZ	200	added ('OK')	text/css	etag:W/%225f94c7bd-d82%22	https://specter.solutions/wp-content/plugins/side-cart-woocommerce/assets/css/xoo-wsc-fonts.css?ver=2.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/side-cart-woocommerce/assets/css/xoo-wsc-fonts53cf.css	(from https://specter.solutions/)
17:25:38	15067/15067	---MCZ	200	added ('OK')	text/css	etag:W/%225f94c7bd-3adb%22	https://specter.solutions/wp-content/plugins/side-cart-woocommerce/assets/css/xoo-wsc-style.css?ver=2.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/side-cart-woocommerce/assets/css/xoo-wsc-style53cf.css	(from https://specter.solutions/)
17:25:39	11183/11183	---MCZ	200	added ('OK')	text/css	etag:W/%226374a943-2baf%22	https://specter.solutions/wp-content/uploads/elementor/css/post-3414.css?ver=1668589891	/home/kim/websites/specter/specter.solutions/wp-content/uploads/elementor/css/post-3414fcc4.css	(from https://specter.solutions/)
17:25:40	5577/5577	---MCZ	200	added ('OK')	text/css	etag:W/%2263ceebfb-15c9%22	https://specter.solutions/wp-content/uploads/elementor/css/post-5436.css?ver=1674505211	/home/kim/websites/specter/specter.solutions/wp-content/uploads/elementor/css/post-5436a7a7.css	(from https://specter.solutions/)
17:25:41	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%22ecd507b3125edc4d2a03aa6ae5d07da9%22	https://use.fontawesome.com/releases/v5.15.4/css/all.css?ver=2.0.3	/home/kim/websites/specter/use.fontawesome.com/releases/v5.15.4/css/allb95e.css	(from https://specter.solutions/)
17:25:42	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22a034d3c71bee546f625877d7932917f8%22	https://use.fontawesome.com/releases/v5.15.4/css/v4-shims.css?ver=2.0.3	/home/kim/websites/specter/use.fontawesome.com/releases/v5.15.4/css/v4-shimsb95e.css	(from https://specter.solutions/)
17:25:45	747927/747927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d5619cd804367cefe6da2d79289218a%22	https://use.fontawesome.com/releases/v5.15.4/webfonts/fa-brands-400.svg	/home/kim/websites/specter/use.fontawesome.com/releases/v5.15.4/webfonts/fa-brands-400.svg	(from https://specter.solutions/)
17:25:45	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c5d109be8edd3de0f60eb472bd9ef691%22	https://use.fontawesome.com/releases/v5.15.4/webfonts/fa-regular-400.svg	/home/kim/websites/specter/use.fontawesome.com/releases/v5.15.4/webfonts/fa-regular-400.svg	(from https://specter.solutions/)
17:25:45	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237bc7099f6f1ba80236164f22e905837%22	https://use.fontawesome.com/releases/v5.15.4/webfonts/fa-solid-900.svg	/home/kim/websites/specter/use.fontawesome.com/releases/v5.15.4/webfonts/fa-solid-900.svg	(from https://specter.solutions/)
17:25:46	5981/5981	---MC-	200	added ('OK')	text/css	date:Wed,%2003%20Jan%202024%2016:25:45%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CMontserrat%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.4.2	/home/kim/websites/specter/fonts.googleapis.com/css7158.css	(from https://specter.solutions/)
17:25:48	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-e238%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://specter.solutions/)
17:25:50	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-29d%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://specter.solutions/)
17:25:51	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-2a3%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://specter.solutions/)
17:25:52	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654dd74a-15601%22	https://specter.solutions/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/kim/websites/specter/specter.solutions/wp-includes/js/jquery/jquery.minf43b.js	(from https://specter.solutions/)
17:25:53	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d5abde-3509%22	https://specter.solutions/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/kim/websites/specter/specter.solutions/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://specter.solutions/)
17:25:54	21169/21169	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cee930-52b1%22	https://specter.solutions/wp-content/plugins/svg-support/vendor/DOMPurify/DOMPurify.min.js?ver=1.0.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/svg-support/vendor/DOMPurify/DOMPurify.minf269.js	(from https://specter.solutions/)
17:25:55	148/148	---MCZ	200	added ('OK')	application/javascript	etag:W/%226399003f-94%22	https://specter.solutions/wp-content/plugins/minmax-quantity-for-woocommerce/js/frontend.js?ver=6.4.2	/home/kim/websites/specter/specter.solutions/wp-content/plugins/minmax-quantity-for-woocommerce/js/frontend1e39.js	(from https://specter.solutions/)
17:25:56	1537/1537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cee930-601%22	https://specter.solutions/wp-content/plugins/svg-support/js/min/svgs-inline-min.js?ver=1.0.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/svg-support/js/min/svgs-inline-minf269.js	(from https://specter.solutions/)
17:25:57	50605/50605	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ec1232-c5ad%22	https://specter.solutions/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=4.7.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min1849.js	(from https://specter.solutions/)
17:25:58	70851/70851	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ec1232-114c3%22	https://specter.solutions/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=4.7.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/wp-user-avatar/assets/select2/select2.min1849.js	(from https://specter.solutions/)
17:25:59	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%226374a891-3acf%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min7e2e.js	(from https://specter.solutions/)
17:26:01	29649/29649	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jan%202024%2016:26:00%20GMT	https://specter.solutions/wp-json/wp/v2/pages/95	/home/kim/websites/specter/specter.solutions/wp-json/wp/v2/pages/95.json	(from https://specter.solutions/)
17:26:01	1131515/1131515	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jan%202024%2016:26:00%20GMT	https://specter.solutions/wp-json/	/home/kim/websites/specter/specter.solutions/wp-json/index.html	(from https://specter.solutions/)
17:26:04	2097/2097	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jan%202024%2016:26:03%20GMT	https://specter.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspecter.solutions%2F	/home/kim/websites/specter/specter.solutions/wp-json/oembed/1.0/embed4e88.json	(from https://specter.solutions/)
17:26:05	2259/2259	---MCZ	200	added ('OK')	text/xml	date:Wed,%2003%20Jan%202024%2016:26:04%20GMT	https://specter.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspecter.solutions%2F&format=xml	/home/kim/websites/specter/specter.solutions/wp-json/oembed/1.0/embed6a0e	(from https://specter.solutions/)
17:26:06	1258/1258	---M--	200	added ('OK')	image/png	etag:%225fd27b30-4ea%22	https://specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-32x32.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-32x32.png	(from https://specter.solutions/)
17:26:06	14138/14138	---M--	200	added ('OK')	image/png	etag:%225fd27b30-373a%22	https://specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-192x192.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-192x192.png	(from https://specter.solutions/)
17:26:07	23867/23867	---M--	200	added ('OK')	image/png	etag:%225fd27b30-5d3b%22	https://specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-180x180.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2020/12/cropped-1200px-Bitcoin.svg-180x180.png	(from https://specter.solutions/)
17:26:08	2984/2984	---M--	200	added ('OK')	image/png	etag:%22622e6896-ba8%22	https://specter.solutions/wp-content/uploads/2020/09/SpecterSolutions_Logo@2x-180x15.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2020/09/SpecterSolutions_Logo@2x-180x15.png	(from https://specter.solutions/)
17:26:10	280124/280124	---M--	200	added ('OK')	image/png	etag:%22620380c2-4463c%22	https://specter.solutions/wp-content/uploads/2022/02/Home-Specter_Add_Device.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2022/02/Home-Specter_Add_Device.png	(from https://specter.solutions/)
17:26:10	273738/273738	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:10%20GMT	https://specter.solutions/desktop/	/home/kim/websites/specter/specter.solutions/desktop/index.html	(from https://specter.solutions/)
17:26:12	243546/243546	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:11%20GMT	https://specter.solutions/hardware/	/home/kim/websites/specter/specter.solutions/hardware/index.html	(from https://specter.solutions/)
17:26:12	195448/195448	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:11%20GMT	https://specter.solutions/enterprise/	/home/kim/websites/specter/specter.solutions/enterprise/index.html	(from https://specter.solutions/)
17:26:12	300111/300111	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:12%20GMT	https://specter.solutions/downloads/	/home/kim/websites/specter/specter.solutions/downloads/index.html	(from https://specter.solutions/)
17:26:12	1077000/1077000	---M--	200	added ('OK')	image/png	etag:%22622e5618-106f08%22	https://specter.solutions/wp-content/uploads/2022/03/IMG_0062.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2022/03/IMG_0062.png	(from https://specter.solutions/)
17:26:14	2312431/2312431	---M--	200	added ('OK')	image/png	etag:%22622e5652-2348ef%22	https://specter.solutions/wp-content/uploads/2022/03/IMG_0063.png	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2022/03/IMG_0063.png	(from https://specter.solutions/)
17:26:14	180246/180246	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:14%20GMT	https://specter.solutions/blog/	/home/kim/websites/specter/specter.solutions/blog/index.html	(from https://specter.solutions/)
17:26:21	2103/2103	---MCZ	200	added ('OK')	text/css	etag:W/%22d67b6072a15510e2010ad947aa1213c3%22	http://cdn-images.mailchimp.com/embedcode/slim-10_7.css	/home/kim/websites/specter/cdn-images.mailchimp.com/embedcode/slim-10_7.css	(from https://specter.solutions/)
17:26:21	240626/240626	---M--	200	added ('OK')	image/jpeg	etag:%2262251b2d-3abf2%22	https://specter.solutions/wp-content/uploads/2021/12/moritz-square-new-1500x1500.jpeg	/home/kim/websites/specter/specter.solutions/wp-content/uploads/2021/12/moritz-square-new-1500x1500.jpg	(from https://specter.solutions/)
17:26:21	196360/196360	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:14%20GMT	https://specter.solutions/contact/	/home/kim/websites/specter/specter.solutions/contact/index.html	(from https://specter.solutions/)
17:26:21	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%2260809d98-e688%22	https://specter.solutions/wp-includes/css/dashicons.min.css?ver=6.4.2	/home/kim/websites/specter/specter.solutions/wp-includes/css/dashicons.min1e39.css	(from https://specter.solutions/)
17:26:22	166594/166594	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:21%20GMT	https://specter.solutions/imprint/	/home/kim/websites/specter/specter.solutions/imprint/index.html	(from https://specter.solutions/)
17:26:22	159069/159069	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:22%20GMT	https://specter.solutions/shop/	/home/kim/websites/specter/specter.solutions/shop/index.html	(from https://specter.solutions/)
17:26:23	44649/44649	---MCZ	200	added ('OK')	text/css	etag:W/%2263eeb36f-ae69%22	https://specter.solutions/wp-content/plugins/ninja-forms/assets/css/display-opinions-light.css?ver=6.4.2	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ninja-forms/assets/css/display-opinions-light1e39.css	(from https://specter.solutions/)
17:26:24	27466/27466	---MCZ	200	added ('OK')	text/css	etag:W/%2263eeb36f-6b4a%22	https://specter.solutions/wp-content/plugins/ninja-forms/assets/css/font-awesome.min.css?ver=6.4.2	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ninja-forms/assets/css/font-awesome.min1e39.css	(from https://specter.solutions/)
17:26:24	171220/171220	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202024%2016:26:23%20GMT	https://specter.solutions/privacy-policy/	/home/kim/websites/specter/specter.solutions/privacy-policy/index.html	(from https://specter.solutions/)
17:26:25	493655/493655	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb658e-78857%22	https://specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.0.7	/home/kim/websites/specter/specter.solutions/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets5d0a.css	(from https://specter.solutions/)
17:26:26	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%226374a891-4824%22	https://specter.solutions/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.8.1	/home/kim/websites/specter/specter.solutions/wp-content/plugins/elementor/assets/lib/animations/animations.min7e2e.css	(from https://specter.solutions/)
17:26:27	10398/10398	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622e6c7f-289e%22	https://specter.solutions/wp-content/themes/astra/assets/js/minified/style.min.js?ver=3.7.9	/home/kim/websites/specter/specter.solutions/wp-content/themes/astra/assets/js/minified/style.minc480.js	(from https://specter.solutions/)
17:26:28	6158/6158	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e96b46-180e%22	https://specter.solutions/wp-content/plugins/advanced-product-fields-for-woocommerce/assets/js/frontend.min.js?ver=1.5.9	/home/kim/websites/specter/specter.solutions/wp-content/plugins/advanced-product-fields-for-woocommerce/assets/js/frontend.min7fb9.js	(from https://specter.solutions/)
17:26:29	9505/9505	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ec1239-2521%22	https://specter.solutions/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.4.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min6e65.js	(from https://specter.solutions/)
17:26:30	3029/3029	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ec1239-bd5%22	https://specter.solutions/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.4.0	/home/kim/websites/specter/specter.solutions/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minfbed.js	(from https://specter.solutions/)
